state,year,online_crime,number_of_cases,financial_losses_rm,number_of_victims,age_group,gender
Terengganu,2021,Love scam,,,2,51-60,male
Terengganu,2021,Love scam,,,0,>=61,male
Terengganu,2021,e-Commerce,,,38,15-20,male
Terengganu,2021,e-Commerce,,,86,21-30,male
Terengganu,2021,e-Commerce,,,61,31-40,male
Terengganu,2021,e-Commerce,,,46,41-50,male
Terengganu,2021,e-Commerce,,,17,51-60,male
Terengganu,2021,e-Commerce,,,3,>=61,male
Terengganu,2022,Love scam,,,1,15-20,male
Terengganu,2022,Love scam,,,1,21-30,male
Terengganu,2022,Love scam,,,2,31-40,male
Terengganu,2022,Love scam,,,2,41-50,male
Terengganu,2022,Love scam,,,0,51-60,male
Terengganu,2022,Love scam,,,0,>=61,male
Terengganu,2022,e-Commerce,,,20,15-20,male
Terengganu,2022,e-Commerce,,,65,21-30,male
Terengganu,2022,e-Commerce,,,51,31-40,male
Terengganu,2022,e-Commerce,,,34,41-50,male
Terengganu,2022,e-Commerce,,,19,51-60,male
Terengganu,2022,e-Commerce,,,1,>=61,male
Terengganu,2023,Love scam,,,0,15-20,male
Terengganu,2023,Love scam,,,0,21-30,male
Terengganu,2023,Love scam,,,2,31-40,male
Terengganu,2023,Love scam,,,1,41-50,male
Terengganu,2023,Love scam,,,1,51-60,male
Terengganu,2023,Love scam,,,1,>=61,male
Terengganu,2023,e-Commerce,,,22,15-20,male
Terengganu,2023,e-Commerce,,,60,21-30,male
Terengganu,2023,e-Commerce,,,43,31-40,male
Terengganu,2023,e-Commerce,,,35,41-50,male
Terengganu,2023,e-Commerce,,,22,51-60,male
Terengganu,2023,e-Commerce,,,0,>=61,male
Sabah,2021,Love scam,,,0,15-20,male
Sabah,2021,Love scam,,,0,21-30,male
Sabah,2021,Love scam,,,7,31-40,male
Sabah,2021,Love scam,,,2,41-50,male
Sabah,2021,Love scam,,,1,51-60,male
Sabah,2021,Love scam,,,0,>=61,male
Sabah,2021,e-Commerce,,,19,15-20,male
Sabah,2021,e-Commerce,,,78,21-30,male
Sabah,2021,e-Commerce,,,57,31-40,male
Sabah,2021,e-Commerce,,,59,41-50,male
Sabah,2021,e-Commerce,,,29,51-60,male
Sabah,2021,e-Commerce,,,4,>=61,male
Sabah,2022,Love scam,,,1,15-20,male
Sabah,2022,Love scam,,,0,21-30,male
Sabah,2022,Love scam,,,2,31-40,male
Sabah,2022,Love scam,,,2,41-50,male
Sabah,2022,Love scam,,,1,51-60,male
Sabah,2022,Love scam,,,0,>=61,male
Sabah,2022,e-Commerce,,,9,15-20,male
Sabah,2022,e-Commerce,,,60,21-30,male
Sabah,2022,e-Commerce,,,57,31-40,male
Sabah,2022,e-Commerce,,,51,41-50,male
Sabah,2022,e-Commerce,,,25,51-60,male
Sabah,2022,e-Commerce,,,10,>=61,male
Sabah,2023,Love scam,,,0,15-20,male
Sabah,2023,Love scam,,,2,21-30,male
Sabah,2023,Love scam,,,1,31-40,male
Sabah,2023,Love scam,,,2,41-50,male
Sabah,2023,Love scam,,,3,51-60,male
Sabah,2023,Love scam,,,0,>=61,male
Sabah,2023,e-Commerce,,,13,15-20,male
Sabah,2023,e-Commerce,,,95,21-30,male
Sabah,2023,e-Commerce,,,118,31-40,male
Sabah,2023,e-Commerce,,,84,41-50,male
Sabah,2023,e-Commerce,,,47,51-60,male
Sabah,2023,e-Commerce,,,18,>=61,male
Sarawak,2021,Love scam,,,0,15-20,male
Sarawak,2021,Love scam,,,3,21-30,male
Sarawak,2021,Love scam,,,4,31-40,male
Sarawak,2021,Love scam,,,6,41-50,male
Sarawak,2021,Love scam,,,1,51-60,male
Sarawak,2021,Love scam,,,5,>=61,male
Sarawak,2021,e-Commerce,,,53,15-20,male
Sarawak,2021,e-Commerce,,,141,21-30,male
Sarawak,2021,e-Commerce,,,113,31-40,male
Sarawak,2021,e-Commerce,,,86,41-50,male
Sarawak,2021,e-Commerce,,,33,51-60,male
Sarawak,2021,e-Commerce,,,9,>=61,male
Sarawak,2022,Love scam,,,1,15-20,male
Sarawak,2022,Love scam,,,2,21-30,male
Sarawak,2022,Love scam,,,1,31-40,male
Sarawak,2022,Love scam,,,3,41-50,male
Sarawak,2022,Love scam,,,2,51-60,male
Sarawak,2022,Love scam,,,4,>=61,male
Sarawak,2022,e-Commerce,,,37,15-20,male
Sarawak,2022,e-Commerce,,,97,21-30,male
Sarawak,2022,e-Commerce,,,97,31-40,male
Sarawak,2022,e-Commerce,,,66,41-50,male
Sarawak,2022,e-Commerce,,,35,51-60,male
Sarawak,2022,e-Commerce,,,9,>=61,male
Sarawak,2023,Love scam,,,0,15-20,male
Sarawak,2023,Love scam,,,6,21-30,male
Sarawak,2023,Love scam,,,1,31-40,male
Sarawak,2023,Love scam,,,1,41-50,male
Sarawak,2023,Love scam,,,1,51-60,male
Sarawak,2023,Love scam,,,7,>=61,male
Sarawak,2023,e-Commerce,,,43,15-20,male
Sarawak,2023,e-Commerce,,,148,21-30,male
Sarawak,2023,e-Commerce,,,131,31-40,male
Sarawak,2023,e-Commerce,,,109,41-50,male
Sarawak,2023,e-Commerce,,,63,51-60,male
Sarawak,2023,e-Commerce,,,13,>=61,male
W.P. Kuala Lumpur,2021,Love scam,,,3,15-20,male
W.P. Kuala Lumpur,2021,Love scam,,,4,21-30,male
W.P. Kuala Lumpur,2021,Love scam,,,6,31-40,male
W.P. Kuala Lumpur,2021,Love scam,,,4,41-50,male
W.P. Kuala Lumpur,2021,Love scam,,,5,51-60,male
W.P. Kuala Lumpur,2021,Love scam,,,5,>=61,male
W.P. Kuala Lumpur,2021,e-Commerce,,,46,15-20,male
W.P. Kuala Lumpur,2021,e-Commerce,,,225,21-30,male
W.P. Kuala Lumpur,2021,e-Commerce,,,144,31-40,male
W.P. Kuala Lumpur,2021,e-Commerce,,,80,41-50,male
W.P. Kuala Lumpur,2021,e-Commerce,,,36,51-60,male
W.P. Kuala Lumpur,2021,e-Commerce,,,14,>=61,male
W.P. Kuala Lumpur,2022,Love scam,,,0,15-20,male
W.P. Kuala Lumpur,2022,Love scam,,,3,21-30,male
W.P. Kuala Lumpur,2022,Love scam,,,5,31-40,male
W.P. Kuala Lumpur,2022,Love scam,,,1,41-50,male
W.P. Kuala Lumpur,2022,Love scam,,,2,51-60,male
W.P. Kuala Lumpur,2022,Love scam,,,9,>=61,male
W.P. Kuala Lumpur,2022,e-Commerce,,,31,15-20,male
W.P. Kuala Lumpur,2022,e-Commerce,,,213,21-30,male
W.P. Kuala Lumpur,2022,e-Commerce,,,155,31-40,male
W.P. Kuala Lumpur,2022,e-Commerce,,,73,41-50,male
W.P. Kuala Lumpur,2022,e-Commerce,,,32,51-60,male
W.P. Kuala Lumpur,2022,e-Commerce,,,5,>=61,male
W.P. Kuala Lumpur,2023,Love scam,,,1,15-20,male
W.P. Kuala Lumpur,2023,Love scam,,,7,21-30,male
W.P. Kuala Lumpur,2023,Love scam,,,7,31-40,male
W.P. Kuala Lumpur,2023,Love scam,,,6,41-50,male
W.P. Kuala Lumpur,2023,Love scam,,,5,51-60,male
W.P. Kuala Lumpur,2023,Love scam,,,3,>=61,male
W.P. Kuala Lumpur,2023,e-Commerce,,,32,15-20,male
W.P. Kuala Lumpur,2023,e-Commerce,,,218,21-30,male
W.P. Kuala Lumpur,2023,e-Commerce,,,180,31-40,male
W.P. Kuala Lumpur,2023,e-Commerce,,,88,41-50,male
W.P. Kuala Lumpur,2023,e-Commerce,,,34,51-60,male
W.P. Kuala Lumpur,2023,e-Commerce,,,22,>=61,male
Johor,2021,Non-existent loans,,,18,15-20,male
Johor,2021,Non-existent loans,,,106,21-30,male
Johor,2021,Non-existent loans,,,79,31-40,male
Johor,2021,Non-existent loans,,,48,41-50,male
Johor,2021,Non-existent loans,,,24,51-60,male
Johor,2021,Non-existent loans,,,9,>=61,male
Johor,2021,Non-existent investments,,,12,15-20,male
Johor,2021,Non-existent investments,,,70,21-30,male
Johor,2021,Non-existent investments,,,59,31-40,male
Johor,2021,Non-existent investments,,,49,41-50,male
Johor,2021,Non-existent investments,,,28,51-60,male
Johor,2021,Non-existent investments,,,12,>=61,male
Johor,2022,Non-existent loans,,,14,15-20,male
Johor,2022,Non-existent loans,,,69,21-30,male
Johor,2022,Non-existent loans,,,38,31-40,male
Johor,2022,Non-existent loans,,,31,41-50,male
Johor,2022,Non-existent loans,,,8,51-60,male
Johor,2022,Non-existent loans,,,5,>=61,male
Johor,2022,Non-existent investments,,,3,15-20,male
Johor,2022,Non-existent investments,,,36,21-30,male
Johor,2022,Non-existent investments,,,22,31-40,male
Johor,2022,Non-existent investments,,,47,41-50,male
Johor,2022,Non-existent investments,,,24,51-60,male
Johor,2022,Non-existent investments,,,13,>=61,male
Johor,2023,Non-existent loans,,,7,15-20,male
Johor,2023,Non-existent loans,,,102,21-30,male
Johor,2023,Non-existent loans,,,86,31-40,male
Johor,2023,Non-existent loans,,,51,41-50,male
Johor,2023,Non-existent loans,,,21,51-60,male
Johor,2023,Non-existent loans,,,8,>=61,male
Johor,2023,Non-existent investments,,,13,15-20,male
Johor,2023,Non-existent investments,,,57,21-30,male
Johor,2023,Non-existent investments,,,66,31-40,male
Johor,2023,Non-existent investments,,,66,41-50,male
Johor,2023,Non-existent investments,,,65,51-60,male
Johor,2023,Non-existent investments,,,37,>=61,male
Kedah,2021,Non-existent loans,,,17,15-20,male
Kedah,2021,Non-existent loans,,,60,21-30,male
Kedah,2021,Non-existent loans,,,43,31-40,male
Kedah,2021,Non-existent loans,,,17,41-50,male
Kedah,2021,Non-existent loans,,,15,51-60,male
Kedah,2021,Non-existent loans,,,6,>=61,male
Kedah,2021,Non-existent investments,,,7,15-20,male
Kedah,2021,Non-existent investments,,,39,21-30,male
Kedah,2021,Non-existent investments,,,40,31-40,male
Kedah,2021,Non-existent investments,,,30,41-50,male
Kedah,2021,Non-existent investments,,,19,51-60,male
Kedah,2021,Non-existent investments,,,9,>=61,male
Kedah,2022,Non-existent loans,,,8,15-20,male
Kedah,2022,Non-existent loans,,,37,21-30,male
Kedah,2022,Non-existent loans,,,32,31-40,male
Kedah,2022,Non-existent loans,,,14,41-50,male
Kedah,2022,Non-existent loans,,,8,51-60,male
Kedah,2022,Non-existent loans,,,3,>=61,male
Kedah,2022,Non-existent investments,,,6,15-20,male
Kedah,2022,Non-existent investments,,,27,21-30,male
Kedah,2022,Non-existent investments,,,21,31-40,male
Kedah,2022,Non-existent investments,,,24,41-50,male
Kedah,2022,Non-existent investments,,,21,51-60,male
Kedah,2022,Non-existent investments,,,10,>=61,male
Kedah,2023,Non-existent loans,,,6,15-20,male
Kedah,2023,Non-existent loans,,,56,21-30,male
Kedah,2023,Non-existent loans,,,31,31-40,male
Kedah,2023,Non-existent loans,,,27,41-50,male
Kedah,2023,Non-existent loans,,,10,51-60,male
Kedah,2023,Non-existent loans,,,5,>=61,male
Kedah,2023,Non-existent investments,,,7,15-20,male
Kedah,2023,Non-existent investments,,,28,21-30,male
Kedah,2023,Non-existent investments,,,23,31-40,male
Kedah,2023,Non-existent investments,,,36,41-50,male
Kedah,2023,Non-existent investments,,,41,51-60,male
Kedah,2023,Non-existent investments,,,30,>=61,male
Kelantan,2021,Non-existent loans,,,1,15-20,male
Kelantan,2021,Non-existent loans,,,26,21-30,male
Kelantan,2021,Non-existent loans,,,15,31-40,male
Kelantan,2021,Non-existent loans,,,18,41-50,male
Kelantan,2021,Non-existent loans,,,9,51-60,male
Kelantan,2021,Non-existent loans,,,3,>=61,male
Kelantan,2021,Non-existent investments,,,1,15-20,male
Kelantan,2021,Non-existent investments,,,9,21-30,male
Kelantan,2021,Non-existent investments,,,11,31-40,male
Kelantan,2021,Non-existent investments,,,12,41-50,male
Kelantan,2021,Non-existent investments,,,8,51-60,male
Kelantan,2021,Non-existent investments,,,4,>=61,male
Kelantan,2022,Non-existent loans,,,2,15-20,male
Kelantan,2022,Non-existent loans,,,22,21-30,male
Kelantan,2022,Non-existent loans,,,13,31-40,male
Kelantan,2022,Non-existent loans,,,5,41-50,male
Kelantan,2022,Non-existent loans,,,2,51-60,male
Kelantan,2022,Non-existent loans,,,3,>=61,male
Kelantan,2022,Non-existent investments,,,4,15-20,male
Kelantan,2022,Non-existent investments,,,15,21-30,male
Kelantan,2022,Non-existent investments,,,16,31-40,male
Kelantan,2022,Non-existent investments,,,10,41-50,male
Kelantan,2022,Non-existent investments,,,13,51-60,male
Kelantan,2022,Non-existent investments,,,6,>=61,male
Kelantan,2023,Non-existent loans,,,0,15-20,male
Kelantan,2023,Non-existent loans,,,20,21-30,male
Kelantan,2023,Non-existent loans,,,16,31-40,male
Kelantan,2023,Non-existent loans,,,8,41-50,male
Kelantan,2023,Non-existent loans,,,5,51-60,male
Kelantan,2023,Non-existent loans,,,5,>=61,male
Kelantan,2023,Non-existent investments,,,3,15-20,male
Kelantan,2023,Non-existent investments,,,8,21-30,male
Kelantan,2023,Non-existent investments,,,19,31-40,male
Kelantan,2023,Non-existent investments,,,17,41-50,male
Kelantan,2023,Non-existent investments,,,17,51-60,male
Kelantan,2023,Non-existent investments,,,16,>=61,male
Melaka,2021,Non-existent loans,,,10,15-20,male
Melaka,2021,Non-existent loans,,,52,21-30,male
Melaka,2021,Non-existent loans,,,34,31-40,male
Melaka,2021,Non-existent loans,,,16,41-50,male
Melaka,2021,Non-existent loans,,,7,51-60,male
Melaka,2021,Non-existent loans,,,2,>=61,male
Melaka,2021,Non-existent investments,,,2,15-20,male
Melaka,2021,Non-existent investments,,,20,21-30,male
Melaka,2021,Non-existent investments,,,21,31-40,male
Melaka,2021,Non-existent investments,,,22,41-50,male
Melaka,2021,Non-existent investments,,,14,51-60,male
Melaka,2021,Non-existent investments,,,11,>=61,male
Melaka,2022,Non-existent loans,,,4,15-20,male
Melaka,2022,Non-existent loans,,,44,21-30,male
Melaka,2022,Non-existent loans,,,22,31-40,male
Melaka,2022,Non-existent loans,,,12,41-50,male
Melaka,2022,Non-existent loans,,,3,51-60,male
Melaka,2022,Non-existent loans,,,4,>=61,male
Melaka,2022,Non-existent investments,,,7,15-20,male
Melaka,2022,Non-existent investments,,,25,21-30,male
Melaka,2022,Non-existent investments,,,27,31-40,male
Melaka,2022,Non-existent investments,,,10,41-50,male
Melaka,2022,Non-existent investments,,,13,51-60,male
Melaka,2022,Non-existent investments,,,9,>=61,male
Melaka,2023,Non-existent loans,,,3,15-20,male
Melaka,2023,Non-existent loans,,,55,21-30,male
Melaka,2023,Non-existent loans,,,37,31-40,male
Melaka,2023,Non-existent loans,,,20,41-50,male
Melaka,2023,Non-existent loans,,,8,51-60,male
Melaka,2023,Non-existent loans,,,6,>=61,male
Melaka,2023,Non-existent investments,,,5,15-20,male
Melaka,2023,Non-existent investments,,,28,21-30,male
Melaka,2023,Non-existent investments,,,38,31-40,male
Melaka,2023,Non-existent investments,,,29,41-50,male
Melaka,2023,Non-existent investments,,,31,51-60,male
Melaka,2023,Non-existent investments,,,23,>=61,male
Negeri Sembilan,2021,Non-existent loans,,,16,15-20,male
Negeri Sembilan,2021,Non-existent loans,,,97,21-30,male
Negeri Sembilan,2021,Non-existent loans,,,55,31-40,male
Negeri Sembilan,2021,Non-existent loans,,,39,41-50,male
Negeri Sembilan,2021,Non-existent loans,,,21,51-60,male
Negeri Sembilan,2021,Non-existent loans,,,9,>=61,male
Negeri Sembilan,2021,Non-existent investments,,,8,15-20,male
Negeri Sembilan,2021,Non-existent investments,,,38,21-30,male
Negeri Sembilan,2021,Non-existent investments,,,34,31-40,male
Negeri Sembilan,2021,Non-existent investments,,,24,41-50,male
Negeri Sembilan,2021,Non-existent investments,,,20,51-60,male
Negeri Sembilan,2021,Non-existent investments,,,12,>=61,male
Negeri Sembilan,2022,Non-existent loans,,,10,15-20,male
Negeri Sembilan,2022,Non-existent loans,,,54,21-30,male
Negeri Sembilan,2022,Non-existent loans,,,41,31-40,male
Negeri Sembilan,2022,Non-existent loans,,,28,41-50,male
Negeri Sembilan,2022,Non-existent loans,,,18,51-60,male
Negeri Sembilan,2022,Non-existent loans,,,7,>=61,male
Negeri Sembilan,2022,Non-existent investments,,,3,15-20,male
Negeri Sembilan,2022,Non-existent investments,,,48,21-30,male
Negeri Sembilan,2022,Non-existent investments,,,40,31-40,male
Negeri Sembilan,2022,Non-existent investments,,,33,41-50,male
Negeri Sembilan,2022,Non-existent investments,,,23,51-60,male
Negeri Sembilan,2022,Non-existent investments,,,14,>=61,male
Negeri Sembilan,2023,Non-existent loans,,,3,15-20,male
Negeri Sembilan,2023,Non-existent loans,,,56,21-30,male
Negeri Sembilan,2023,Non-existent loans,,,48,31-40,male
Negeri Sembilan,2023,Non-existent loans,,,36,41-50,male
Negeri Sembilan,2023,Non-existent loans,,,23,51-60,male
Negeri Sembilan,2023,Non-existent loans,,,15,>=61,male
Negeri Sembilan,2023,Non-existent investments,,,4,15-20,male
Negeri Sembilan,2023,Non-existent investments,,,41,21-30,male
Negeri Sembilan,2023,Non-existent investments,,,41,31-40,male
Negeri Sembilan,2023,Non-existent investments,,,44,41-50,male
Negeri Sembilan,2023,Non-existent investments,,,37,51-60,male
Negeri Sembilan,2023,Non-existent investments,,,36,>=61,male
Pahang,2021,Non-existent loans,,,14,15-20,male
Pahang,2021,Non-existent loans,,,69,21-30,male
Pahang,2021,Non-existent loans,,,48,31-40,male
Pahang,2021,Non-existent loans,,,26,41-50,male
Pahang,2021,Non-existent loans,,,16,51-60,male
Pahang,2021,Non-existent loans,,,14,>=61,male
Pahang,2021,Non-existent investments,,,7,15-20,male
Pahang,2021,Non-existent investments,,,25,21-30,male
Pahang,2021,Non-existent investments,,,19,31-40,male
Pahang,2021,Non-existent investments,,,19,41-50,male
Pahang,2021,Non-existent investments,,,18,51-60,male
Pahang,2021,Non-existent investments,,,9,>=61,male
Pahang,2022,Non-existent loans,,,3,15-20,male
Pahang,2022,Non-existent loans,,,55,21-30,male
Pahang,2022,Non-existent loans,,,35,31-40,male
Pahang,2022,Non-existent loans,,,26,41-50,male
Pahang,2022,Non-existent loans,,,8,51-60,male
Pahang,2022,Non-existent loans,,,5,>=61,male
Pahang,2022,Non-existent investments,,,3,15-20,male
Pahang,2022,Non-existent investments,,,30,21-30,male
Pahang,2022,Non-existent investments,,,29,31-40,male
Pahang,2022,Non-existent investments,,,24,41-50,male
Pahang,2022,Non-existent investments,,,18,51-60,male
Pahang,2022,Non-existent investments,,,10,>=61,male
Pahang,2023,Non-existent loans,,,9,15-20,male
Pahang,2023,Non-existent loans,,,64,21-30,male
Pahang,2023,Non-existent loans,,,53,31-40,male
Pahang,2023,Non-existent loans,,,24,41-50,male
Pahang,2023,Non-existent loans,,,18,51-60,male
Pahang,2023,Non-existent loans,,,3,>=61,male
Pahang,2023,Non-existent investments,,,9,15-20,male
Pahang,2023,Non-existent investments,,,33,21-30,male
Pahang,2023,Non-existent investments,,,40,31-40,male
Pahang,2023,Non-existent investments,,,27,41-50,male
Pahang,2023,Non-existent investments,,,39,51-60,male
Pahang,2023,Non-existent investments,,,25,>=61,male
Pulau Pinang,2021,Non-existent loans,,,9,15-20,male
Pulau Pinang,2021,Non-existent loans,,,104,21-30,male
Pulau Pinang,2021,Non-existent loans,,,61,31-40,male
Pulau Pinang,2021,Non-existent loans,,,44,41-50,male
Pulau Pinang,2021,Non-existent loans,,,15,51-60,male
Pulau Pinang,2021,Non-existent loans,,,7,>=61,male
Pulau Pinang,2021,Non-existent investments,,,10,15-20,male
Pulau Pinang,2021,Non-existent investments,,,82,21-30,male
Pulau Pinang,2021,Non-existent investments,,,52,31-40,male
Pulau Pinang,2021,Non-existent investments,,,51,41-50,male
Pulau Pinang,2021,Non-existent investments,,,38,51-60,male
Pulau Pinang,2021,Non-existent investments,,,12,>=61,male
Pulau Pinang,2022,Non-existent loans,,,5,15-20,male
Pulau Pinang,2022,Non-existent loans,,,63,21-30,male
Pulau Pinang,2022,Non-existent loans,,,28,31-40,male
Pulau Pinang,2022,Non-existent loans,,,20,41-50,male
Pulau Pinang,2022,Non-existent loans,,,8,51-60,male
Pulau Pinang,2022,Non-existent loans,,,6,>=61,male
Pulau Pinang,2022,Non-existent investments,,,8,15-20,male
Pulau Pinang,2022,Non-existent investments,,,46,21-30,male
Pulau Pinang,2022,Non-existent investments,,,28,31-40,male
Pulau Pinang,2022,Non-existent investments,,,33,41-50,male
Pulau Pinang,2022,Non-existent investments,,,17,51-60,male
Pulau Pinang,2022,Non-existent investments,,,11,>=61,male
Pulau Pinang,2023,Non-existent loans,,,8,15-20,male
Pulau Pinang,2023,Non-existent loans,,,80,21-30,male
Pulau Pinang,2023,Non-existent loans,,,63,31-40,male
Pulau Pinang,2023,Non-existent loans,,,37,41-50,male
Pulau Pinang,2023,Non-existent loans,,,17,51-60,male
Pulau Pinang,2023,Non-existent loans,,,4,>=61,male
Pulau Pinang,2023,Non-existent investments,,,6,15-20,male
Pulau Pinang,2023,Non-existent investments,,,53,21-30,male
Pulau Pinang,2023,Non-existent investments,,,55,31-40,male
Pulau Pinang,2023,Non-existent investments,,,56,41-50,male
Pulau Pinang,2023,Non-existent investments,,,41,51-60,male
Pulau Pinang,2023,Non-existent investments,,,31,>=61,male
Perak,2021,Non-existent loans,,,13,15-20,male
Perak,2021,Non-existent loans,,,60,21-30,male
Perak,2021,Non-existent loans,,,31,31-40,male
Perak,2021,Non-existent loans,,,32,41-50,male
Perak,2021,Non-existent loans,,,17,51-60,male
Perak,2021,Non-existent loans,,,9,>=61,male
Perak,2021,Non-existent investments,,,5,15-20,male
Perak,2021,Non-existent investments,,,37,21-30,male
Perak,2021,Non-existent investments,,,22,31-40,male
Perak,2021,Non-existent investments,,,18,41-50,male
Perak,2021,Non-existent investments,,,19,51-60,male
Perak,2021,Non-existent investments,,,7,>=61,male
Perak,2022,Non-existent loans,,,4,15-20,male
Perak,2022,Non-existent loans,,,38,21-30,male
Perak,2022,Non-existent loans,,,36,31-40,male
Perak,2022,Non-existent loans,,,12,41-50,male
Perak,2022,Non-existent loans,,,5,51-60,male
Perak,2022,Non-existent loans,,,6,>=61,male
Perak,2022,Non-existent investments,,,5,15-20,male
Perak,2022,Non-existent investments,,,17,21-30,male
Perak,2022,Non-existent investments,,,28,31-40,male
Perak,2022,Non-existent investments,,,12,41-50,male
Perak,2022,Non-existent investments,,,20,51-60,male
Perak,2022,Non-existent investments,,,12,>=61,male
Perak,2023,Non-existent loans,,,7,15-20,male
Perak,2023,Non-existent loans,,,52,21-30,male
Perak,2023,Non-existent loans,,,44,31-40,male
Perak,2023,Non-existent loans,,,29,41-50,male
Perak,2023,Non-existent loans,,,15,51-60,male
Perak,2023,Non-existent loans,,,14,>=61,male
Perak,2023,Non-existent investments,,,8,15-20,male
Perak,2023,Non-existent investments,,,44,21-30,male
Perak,2023,Non-existent investments,,,27,31-40,male
Perak,2023,Non-existent investments,,,39,41-50,male
Perak,2023,Non-existent investments,,,46,51-60,male
Perak,2023,Non-existent investments,,,30,>=61,male
Perlis,2021,Non-existent loans,,,2,15-20,male
Perlis,2021,Non-existent loans,,,10,21-30,male
Perlis,2021,Non-existent loans,,,4,31-40,male
Perlis,2021,Non-existent loans,,,7,41-50,male
Perlis,2021,Non-existent loans,,,1,51-60,male
Perlis,2021,Non-existent loans,,,1,>=61,male
Perlis,2021,Non-existent investments,,,1,15-20,male
Perlis,2021,Non-existent investments,,,7,21-30,male
Perlis,2021,Non-existent investments,,,7,31-40,male
Perlis,2021,Non-existent investments,,,0,41-50,male
Perlis,2021,Non-existent investments,,,9,51-60,male
Perlis,2021,Non-existent investments,,,1,>=61,male
Perlis,2022,Non-existent loans,,,0,15-20,male
Perlis,2022,Non-existent loans,,,10,21-30,male
Perlis,2022,Non-existent loans,,,7,31-40,male
Perlis,2022,Non-existent loans,,,2,41-50,male
Perlis,2022,Non-existent loans,,,2,51-60,male
Perlis,2022,Non-existent loans,,,1,>=61,male
Perlis,2022,Non-existent investments,,,2,15-20,male
Perlis,2022,Non-existent investments,,,3,21-30,male
Perlis,2022,Non-existent investments,,,12,31-40,male
Perlis,2022,Non-existent investments,,,5,41-50,male
Perlis,2022,Non-existent investments,,,6,51-60,male
Perlis,2022,Non-existent investments,,,1,>=61,male
Perlis,2023,Non-existent loans,,,3,15-20,male
Perlis,2023,Non-existent loans,,,12,21-30,male
Perlis,2023,Non-existent loans,,,13,31-40,male
Perlis,2023,Non-existent loans,,,4,41-50,male
Perlis,2023,Non-existent loans,,,3,51-60,male
Perlis,2023,Non-existent loans,,,0,>=61,male
Perlis,2023,Non-existent investments,,,3,15-20,male
Perlis,2023,Non-existent investments,,,4,21-30,male
Perlis,2023,Non-existent investments,,,10,31-40,male
Perlis,2023,Non-existent investments,,,6,41-50,male
Perlis,2023,Non-existent investments,,,6,51-60,male
Perlis,2023,Non-existent investments,,,6,>=61,male
Selangor,2021,Non-existent loans,,,23,15-20,male
Selangor,2021,Non-existent loans,,,148,21-30,male
Selangor,2021,Non-existent loans,,,98,31-40,male
Selangor,2021,Non-existent loans,,,73,41-50,male
Selangor,2021,Non-existent loans,,,25,51-60,male
Selangor,2021,Non-existent loans,,,19,>=61,male
Selangor,2021,Non-existent investments,,,4,15-20,male
Selangor,2021,Non-existent investments,,,77,21-30,male
Selangor,2021,Non-existent investments,,,64,31-40,male
Selangor,2021,Non-existent investments,,,72,41-50,male
Selangor,2021,Non-existent investments,,,52,51-60,male
Selangor,2021,Non-existent investments,,,18,>=61,male
Selangor,2022,Non-existent loans,,,3,15-20,male
Selangor,2022,Non-existent loans,,,60,21-30,male
Selangor,2022,Non-existent loans,,,54,31-40,male
Selangor,2022,Non-existent loans,,,28,41-50,male
Selangor,2022,Non-existent loans,,,18,51-60,male
Selangor,2022,Non-existent loans,,,8,>=61,male
Selangor,2022,Non-existent investments,,,5,15-20,male
Selangor,2022,Non-existent investments,,,38,21-30,male
Selangor,2022,Non-existent investments,,,51,31-40,male
Selangor,2022,Non-existent investments,,,53,41-50,male
Selangor,2022,Non-existent investments,,,46,51-60,male
Selangor,2022,Non-existent investments,,,23,>=61,male
Selangor,2023,Non-existent loans,,,3,15-20,male
Selangor,2023,Non-existent loans,,,98,21-30,male
Selangor,2023,Non-existent loans,,,98,31-40,male
Selangor,2023,Non-existent loans,,,71,41-50,male
Selangor,2023,Non-existent loans,,,28,51-60,male
Selangor,2023,Non-existent loans,,,11,>=61,male
Selangor,2023,Non-existent investments,,,12,15-20,male
Selangor,2023,Non-existent investments,,,82,21-30,male
Selangor,2023,Non-existent investments,,,118,31-40,male
Selangor,2023,Non-existent investments,,,100,41-50,male
Selangor,2023,Non-existent investments,,,132,51-60,male
Selangor,2023,Non-existent investments,,,108,>=61,male
Terengganu,2021,Non-existent loans,,,8,15-20,male
Terengganu,2021,Non-existent loans,,,47,21-30,male
Terengganu,2021,Non-existent loans,,,19,31-40,male
Terengganu,2021,Non-existent loans,,,14,41-50,male
Terengganu,2021,Non-existent loans,,,6,51-60,male
Terengganu,2021,Non-existent loans,,,4,>=61,male
Terengganu,2021,Non-existent investments,,,3,15-20,male
Terengganu,2021,Non-existent investments,,,13,21-30,male
Terengganu,2021,Non-existent investments,,,16,31-40,male
Terengganu,2021,Non-existent investments,,,10,41-50,male
Terengganu,2021,Non-existent investments,,,20,51-60,male
Terengganu,2021,Non-existent investments,,,1,>=61,male
Terengganu,2022,Non-existent loans,,,5,15-20,male
Terengganu,2022,Non-existent loans,,,27,21-30,male
Terengganu,2022,Non-existent loans,,,23,31-40,male
Terengganu,2022,Non-existent loans,,,16,41-50,male
Terengganu,2022,Non-existent loans,,,4,51-60,male
Terengganu,2022,Non-existent loans,,,3,>=61,male
Terengganu,2022,Non-existent investments,,,7,15-20,male
Terengganu,2022,Non-existent investments,,,18,21-30,male
